order,cited_count,year,subject,country
661,6,"['2024~1', '2023~1', '2021~3', '2019~1']","['Engineering~3', 'Materials Science~2', 'Physics and Astronomy~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemical Engineering~1', 'Computer Science~1', 'Multidisciplinary~1']",[]
662,6,"['2024~2', '2023~1', '2022~1', '2021~1', '2020~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~2', 'Computer Science~1', 'Earth and Planetary Sciences~1', 'Energy~1', 'Environmental Science~1', 'Medicine~1', 'Multidisciplinary~1', 'Social Sciences~1', 'Veterinary~1']","['Thailand~4', 'China~2', 'Viet Nam~2', 'Germany~1', 'Japan~1', 'Myanmar~1', 'Russian Federation~1', 'South Korea~1', 'United States~1']"
663,6,"['2023~1', '2022~1', '2021~2', '2020~1', '2019~1']","['Chemistry~3', 'Materials Science~3', 'Engineering~2', 'Agricultural and Biological Sciences~1', 'Chemical Engineering~1', 'Computer Science~1', 'Decision Sciences~1', 'Energy~1', 'Mathematics~1', 'Physics and Astronomy~1']","['China~3', 'Malaysia~2', 'Italy~1', 'Libya~1']"
664,6,"['2024~2', '2023~1', '2022~1', '2021~1', '2020~1']","['Engineering~6', 'Materials Science~4', 'Chemistry~1', 'Physics and Astronomy~1']","['China~3', 'Egypt~1', 'Indonesia~1', 'Saudi Arabia~1', 'South Korea~1']"
665,6,"['2024~1', '2023~1', '2022~2', '2021~1', '2019~1']","['Agricultural and Biological Sciences~4', 'Veterinary~4']","['Thailand~3', 'Colombia~2', 'Brazil~1', 'Indonesia~1', 'Japan~1']"
666,6,"['2024~2', '2020~2', '2019~1', '2018~1']","['Mathematics~6', 'Computer Science~3', 'Engineering~2', 'Chemistry~1', 'Physics and Astronomy~1']",['Thailand~1']
667,6,"['2023~2', '2022~2', '2021~1', '2019~1']","['Materials Science~5', 'Physics and Astronomy~3', 'Engineering~1']","['India~3', 'Australia~1', 'Indonesia~1', 'Poland~1', 'Ukraine~1']"
668,6,"['2023~1', '2022~2', '2021~2', '2020~1']","['Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Chemical Engineering~1', 'Immunology and Microbiology~1']",[]
669,6,"['2024~2', '2022~2', '2020~1', '2019~1']","['Agricultural and Biological Sciences~6', 'Biochemistry, Genetics and Molecular Biology~3', 'Chemistry~1', 'Engineering~1']",[]
670,6,"['2024~1', '2023~1', '2022~2', '2021~2']","['Agricultural and Biological Sciences~5', 'Engineering~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~1', 'Chemistry~1', 'Medicine~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Indonesia~2', 'India~1', 'Malaysia~1', 'Thailand~1', 'Undefined~1']"
671,6,"['2023~3', '2022~1', '2020~1', '2018~1']","['Computer Science~3', 'Decision Sciences~2', 'Business, Management and Accounting~1', 'Engineering~1', 'Physics and Astronomy~1']","['France~2', 'Poland~2', 'India~1', 'Indonesia~1', 'Malaysia~1', 'Morocco~1']"
672,6,"['2024~1', '2023~1', '2022~1', '2021~1', '2020~2']","['Social Sciences~4', 'Psychology~2', 'Medicine~1', 'Physics and Astronomy~1']","['Indonesia~1', 'Malaysia~1', 'Singapore~1', 'Spain~1', 'Sri Lanka~1', 'United States~1']"
673,6,"['2023~1', '2022~1', '2021~3', '2020~1']","['Agricultural and Biological Sciences~6', 'Environmental Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemical Engineering~1', 'Earth and Planetary Sciences~1', 'Engineering~1', 'Materials Science~1', 'Social Sciences~1']","['Thailand~4', 'Indonesia~1', 'United States~1', 'Viet Nam~1']"
674,6,"['2025~1', '2024~2', '2023~1', '2022~1', '2021~1']","['Engineering~4', 'Materials Science~4', 'Physics and Astronomy~4', 'Chemical Engineering~1']","['China~2', 'Indonesia~2', 'Iraq~2', 'Malaysia~2', 'Canada~1', 'Egypt~1', 'Pakistan~1', 'Thailand~1', 'Viet Nam~1']"
675,6,"['2024~1', '2023~1', '2022~2', '2021~1', '2020~1']",['Agricultural and Biological Sciences~6'],"['China~5', 'Spain~1', 'United States~1']"
676,6,"['2023~1', '2022~1', '2021~2', '2020~1', '2018~1']","['Earth and Planetary Sciences~4', 'Multidisciplinary~1', 'Physics and Astronomy~1']","['Thailand~6', 'Japan~5', 'Australia~1', 'South Africa~1']"
677,5,"['2024~1', '2022~2', '2021~2']","['Physics and Astronomy~5', 'Computer Science~2', 'Materials Science~2', 'Engineering~1', 'Mathematics~1', 'Medicine~1']","['China~4', 'France~1', 'Thailand~1', 'United States~1']"
678,5,"['2024~1', '2023~2', '2019~2']","['Engineering~3', 'Materials Science~2', 'Physics and Astronomy~2', 'Chemistry~1']",[]
679,5,"['2024~1', '2023~2', '2022~1', '2021~1']","['Medicine~3', 'Chemistry~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Physics and Astronomy~1', 'Social Sciences~1']","['India~3', 'Italy~1', 'United States~1']"
680,5,"['2021~1', '2020~1', '2019~3']","['Arts and Humanities~5', 'Social Sciences~5', 'Business, Management and Accounting~1', 'Economics, Econometrics and Finance~1']","['Indonesia~2', 'China~1', 'Philippines~1', 'Taiwan~1']"
681,5,"['2024~1', '2022~3', '2018~1']","['Agricultural and Biological Sciences~3', 'Medicine~2', 'Immunology and Microbiology~1']","['Switzerland~2', 'Thailand~2', 'Canada~1', 'Czech Republic~1', 'Germany~1', 'Japan~1', 'Malaysia~1', 'Singapore~1', 'United States~1']"
682,5,"['2024~1', '2023~1', '2022~1', '2020~1', '2019~1']","['Biochemistry, Genetics and Molecular Biology~2', 'Veterinary~2', 'Agricultural and Biological Sciences~1', 'Chemical Engineering~1', 'Chemistry~1', 'Computer Science~1', 'Engineering~1', 'Immunology and Microbiology~1', 'Materials Science~1', 'Medicine~1']","['France~2', 'Austria~1', 'Belgium~1', 'Luxembourg~1', 'Netherlands~1', 'United States~1']"
683,5,"['2024~1', '2022~1', '2020~1', '2019~2']","['Physics and Astronomy~4', 'Materials Science~3', 'Energy~1', 'Engineering~1']","['China~3', 'Bangladesh~1', 'Iraq~1']"
684,5,"['2023~1', '2021~1', '2020~2', '2019~1']","['Agricultural and Biological Sciences~2', 'Environmental Science~2', 'Immunology and Microbiology~2', 'Medicine~2', 'Social Sciences~1']",[]
685,5,"['2024~1', '2022~3', '2020~1']","['Agricultural and Biological Sciences~4', 'Environmental Science~1', 'Pharmacology, Toxicology and Pharmaceutics~1']",[]
686,5,"['2022~2', '2021~1', '2019~2']","['Agricultural and Biological Sciences~3', 'Chemical Engineering~2', 'Chemistry~2', 'Environmental Science~2', 'Energy~1', 'Engineering~1']","['China~1', 'Denmark~1', 'Egypt~1', 'Ghana~1', 'Indonesia~1', 'Iran~1', 'Pakistan~1', 'Saudi Arabia~1', 'South Korea~1', 'Thailand~1']"
687,5,"['2024~1', '2023~2', '2021~1', '2019~1']","['Chemistry~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~2', 'Computer Science~1', 'Energy~1', 'Engineering~1', 'Materials Science~1', 'Mathematics~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Japan~3', 'Indonesia~2', 'China~1', 'Pakistan~1', 'Taiwan~1', 'Thailand~1']"
688,5,"['2022~1', '2021~1', '2020~1', '2019~2']","['Chemistry~5', 'Materials Science~3', 'Physics and Astronomy~3', 'Chemical Engineering~2', 'Energy~1', 'Engineering~1']",['China~5']
689,5,"['2024~1', '2021~1', '2020~2', '2018~1']","['Economics, Econometrics and Finance~5', 'Business, Management and Accounting~4']","['Netherlands~1', 'Poland~1', 'Romania~1']"
690,5,"['2024~1', '2023~1', '2021~1', '2020~1', '2019~1']","['Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~2', 'Energy~1', 'Engineering~1', 'Multidisciplinary~1']","['China~3', 'Colombia~1', 'Japan~1', 'Thailand~1']"
691,5,"['2023~2', '2022~2', '2021~1']","['Agricultural and Biological Sciences~3', 'Earth and Planetary Sciences~2', 'Environmental Science~2', 'Immunology and Microbiology~1', 'Medicine~1', 'Veterinary~1']","['Russian Federation~2', 'Brazil~1', 'Croatia~1', 'Germany~1', 'India~1', 'Japan~1']"
692,5,"['2024~1', '2023~1', '2022~1', '2021~2']","['Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~3', 'Energy~1', 'Environmental Science~1']","['China~2', 'Canada~1', 'India~1', 'South Korea~1', 'Thailand~1', 'Ukraine~1']"
693,5,"['2024~1', '2023~2', '2018~2']","['Social Sciences~5', 'Economics, Econometrics and Finance~3', 'Business, Management and Accounting~2', 'Earth and Planetary Sciences~1']","['United Kingdom~4', 'Germany~2', 'Chile~1', 'South Africa~1']"
694,5,"['2024~1', '2023~3', '2022~1']","['Mathematics~5', 'Computer Science~2', 'Decision Sciences~2', 'Physics and Astronomy~1', 'Social Sciences~1']",[]
695,5,"['2024~1', '2022~1', '2020~3']","['Biochemistry, Genetics and Molecular Biology~4', 'Immunology and Microbiology~3', 'Agricultural and Biological Sciences~2', 'Medicine~2', 'Chemistry~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Egypt~1', 'India~1', 'South Africa~1', 'Thailand~1', 'Turkey~1']"
696,5,"['2024~1', '2023~1', '2022~3']","['Agricultural and Biological Sciences~5', 'Environmental Science~1']",[]
697,5,"['2023~1', '2021~2', '2020~2']","['Physics and Astronomy~3', 'Engineering~2', 'Materials Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemical Engineering~1', 'Health Professions~1', 'Medicine~1']",[]
698,5,"['2023~1', '2021~1', '2020~3']","['Medicine~2', 'Agricultural and Biological Sciences~1', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Immunology and Microbiology~1', 'Multidisciplinary~1']",[]
699,5,"['2024~2', '2023~1', '2022~1', '2021~1']","['Computer Science~5', 'Engineering~4', 'Mathematics~2', 'Physics and Astronomy~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Decision Sciences~1', 'Energy~1']","['India~3', 'China~1', 'Saudi Arabia~1', 'United States~1']"
700,5,"['2022~2', '2020~2', '2019~1']","['Engineering~5', 'Computer Science~3', 'Decision Sciences~2', 'Energy~2', 'Physics and Astronomy~2', 'Materials Science~1', 'Medicine~1']",[]
701,5,"['2024~1', '2021~3', '2019~1']","['Materials Science~4', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemical Engineering~1', 'Chemistry~1', 'Engineering~1', 'Environmental Science~1']","['China~2', 'Spain~2', 'Canada~1', 'Thailand~1']"
702,5,"['2024~1', '2023~2', '2021~1', '2020~1']","['Chemistry~5', 'Environmental Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Materials Science~1', 'Medicine~1', 'Physics and Astronomy~1']","['China~2', 'Egypt~1', 'India~1', 'Iran~1']"
703,5,"['2024~2', '2022~2', '2020~1']","['Agricultural and Biological Sciences~2', 'Multidisciplinary~2', 'Medicine~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Brazil~1', 'Chile~1', 'Netherlands~1', 'Poland~1', 'Thailand~1', 'United Kingdom~1']"
704,5,"['2024~1', '2023~1', '2022~1', '2021~1', '2020~1']","['Physics and Astronomy~5', 'Materials Science~3', 'Chemistry~2', 'Computer Science~2', 'Engineering~2', 'Chemical Engineering~1', 'Mathematics~1']","['India~2', 'China~1', 'Russian Federation~1', 'South Korea~1']"
705,5,"['2024~1', '2023~1', '2022~2', '2020~1']","['Computer Science~5', 'Engineering~2', 'Mathematics~1', 'Social Sciences~1']","['France~2', 'Guatemala~2', 'India~1']"
706,5,"['2024~3', '2023~2']","['Engineering~4', 'Computer Science~3', 'Decision Sciences~1', 'Physics and Astronomy~1']","['India~3', 'China~1', 'Hong Kong~1', 'Viet Nam~1']"
707,5,"['2024~2', '2023~1', '2021~1', '2020~1']","['Environmental Science~4', 'Earth and Planetary Sciences~2', 'Agricultural and Biological Sciences~1', 'Computer Science~1', 'Engineering~1']",[]
708,5,"['2024~2', '2021~1', '2019~2']","['Agricultural and Biological Sciences~4', 'Chemistry~2', 'Medicine~1', 'Nursing~1']","['China~3', 'Georgia~1', 'Japan~1', 'Thailand~1']"
709,5,"['2024~1', '2023~2', '2021~2']","['Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~1']","['Thailand~4', 'Singapore~2', 'China~1', 'Ireland~1', 'Viet Nam~1']"
710,5,"['2024~1', '2023~1', '2021~2', '2019~1']","['Biochemistry, Genetics and Molecular Biology~3', 'Environmental Science~3', 'Agricultural and Biological Sciences~2', 'Computer Science~1', 'Energy~1', 'Engineering~1', 'Immunology and Microbiology~1']","['France~1', 'India~1', 'Indonesia~1', 'Iran~1', 'Oman~1', 'South Korea~1', 'United Kingdom~1', 'Viet Nam~1']"
711,5,"['2024~1', '2021~3', '2020~1']","['Agricultural and Biological Sciences~5', 'Biochemistry, Genetics and Molecular Biology~2']","['United States~3', 'Italy~1', 'Philippines~1', 'Serbia~1', 'Thailand~1']"
712,5,"['2024~1', '2023~1', '2022~1', '2021~2']","['Computer Science~4', 'Mathematics~3', 'Engineering~2', 'Multidisciplinary~1']","['India~4', 'Colombia~1', 'Iran~1', 'Poland~1', 'Viet Nam~1']"
713,5,"['2022~2', '2021~1', '2020~2']","['Agricultural and Biological Sciences~4', 'Environmental Science~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Multidisciplinary~1']","['Thailand~3', 'Indonesia~2']"
714,5,"['2023~1', '2021~1', '2019~2', '2018~1']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Pharmacology, Toxicology and Pharmaceutics~2', 'Chemistry~1', 'Immunology and Microbiology~1', 'Mathematics~1']","['United States~3', 'Austria~1', 'Brunei Darussalam~1', 'China~1', 'Mexico~1']"
715,5,"['2024~2', '2021~1', '2020~1', '2019~1']","['Social Sciences~5', 'Economics, Econometrics and Finance~1', 'Environmental Science~1', 'Psychology~1']",['United States~5']
716,5,"['2024~1', '2023~2', '2020~2']","['Agricultural and Biological Sciences~4', 'Environmental Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Health Professions~1']","['Thailand~4', 'India~1']"
717,5,"['2024~2', '2023~1', '2022~1', '2019~1']","['Environmental Science~4', 'Earth and Planetary Sciences~3', 'Energy~1', 'Engineering~1']","['Brazil~1', 'Burkina Faso~1', 'China~1', 'Germany~1', 'Ghana~1', 'Niger~1', 'South Korea~1']"
718,5,"['2024~1', '2023~1', '2022~1', '2021~1', '2018~1']","['Chemistry~5', 'Materials Science~4', 'Chemical Engineering~2', 'Energy~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Computer Science~1', 'Engineering~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Physics and Astronomy~1']","['India~2', 'Thailand~2', 'Germany~1', 'Switzerland~1']"
719,5,"['2023~1', '2022~1', '2021~1', '2020~1', '2019~1']","['Agricultural and Biological Sciences~3', 'Environmental Science~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Veterinary~1']","['France~1', 'Greece~1', 'Iran~1', 'Malaysia~1', 'Nigeria~1', 'Peru~1', 'Russian Federation~1', 'South Korea~1']"
720,5,"['2024~1', '2023~1', '2021~3']","['Chemistry~4', 'Materials Science~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Engineering~1']","['United States~3', 'Canada~1', 'Netherlands~1', 'South Korea~1', 'Thailand~1']"
721,5,"['2024~2', '2022~1', '2020~1', '2018~1']","['Chemistry~5', 'Chemical Engineering~3', 'Materials Science~3', 'Engineering~1', 'Environmental Science~1']",['Mexico~1']
722,5,"['2021~2', '2019~1', '2018~2']","['Agricultural and Biological Sciences~4', 'Chemical Engineering~1', 'Engineering~1', 'Environmental Science~1']",[]
723,5,"['2024~1', '2023~2', '2019~1', '2018~1']","['Environmental Science~3', 'Agricultural and Biological Sciences~2', 'Energy~1', 'Engineering~1', 'Health Professions~1', 'Immunology and Microbiology~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Social Sciences~1']","['Taiwan~3', 'Malaysia~2', 'Australia~1', 'Belgium~1', 'China~1', 'Mexico~1', 'Portugal~1']"
724,5,"['2021~3', '2020~1', '2019~1']","['Agricultural and Biological Sciences~5', 'Earth and Planetary Sciences~1', 'Veterinary~1']",[]
725,5,"['2024~1', '2023~2', '2020~1', '2019~1']","['Medicine~5', 'Immunology and Microbiology~3', 'Biochemistry, Genetics and Molecular Biology~1']","['Thailand~2', 'Australia~1', 'Brazil~1', 'Japan~1', 'Malaysia~1', 'Taiwan~1', 'United States~1']"
726,5,"['2024~2', '2020~2', '2019~1']","['Engineering~4', 'Chemical Engineering~1', 'Earth and Planetary Sciences~1']","['Algeria~2', 'China~2', 'Indonesia~1']"
727,5,"['2024~1', '2022~2', '2021~2']","['Agricultural and Biological Sciences~2', 'Environmental Science~2', 'Multidisciplinary~2', 'Biochemistry, Genetics and Molecular Biology~1']","['Thailand~4', 'Bangladesh~1', 'Japan~1', 'Malaysia~1', 'Nigeria~1']"
728,5,"['2024~1', '2023~2', '2022~1', '2020~1']","['Agricultural and Biological Sciences~4', 'Chemical Engineering~1', 'Chemistry~1', 'Veterinary~1']","['Thailand~3', 'Egypt~1', 'Turkey~1']"
729,5,"['2021~3', '2020~2']","['Agricultural and Biological Sciences~5', 'Earth and Planetary Sciences~3', 'Environmental Science~1']",[]
730,5,"['2024~1', '2023~3', '2022~1']","['Agricultural and Biological Sciences~4', 'Engineering~3', 'Chemistry~2', 'Chemical Engineering~1', 'Materials Science~1']","['United States~3', 'Thailand~2', 'China~1', 'Iran~1', 'Ireland~1']"
731,5,"['2024~1', '2022~1', '2021~2', '2020~1']","['Agricultural and Biological Sciences~3', 'Engineering~2', 'Physics and Astronomy~2', 'Computer Science~1', 'Decision Sciences~1', 'Energy~1', 'Mathematics~1', 'Medicine~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Thailand~2', 'Brazil~1', 'Colombia~1', 'Cuba~1', 'Ecuador~1', 'Viet Nam~1']"
732,5,"['2022~1', '2021~2', '2020~2']","['Engineering~3', 'Materials Science~2', 'Chemical Engineering~1', 'Computer Science~1', 'Earth and Planetary Sciences~1', 'Energy~1', 'Environmental Science~1']","['China~1', 'Iraq~1', 'Poland~1', 'Russian Federation~1', 'Ukraine~1']"
733,5,"['2023~2', '2022~1', '2021~1', '2020~1']","['Immunology and Microbiology~3', 'Medicine~2', 'Agricultural and Biological Sciences~1', 'Chemical Engineering~1', 'Chemistry~1', 'Engineering~1', 'Health Professions~1', 'Nursing~1', 'Social Sciences~1']","['Thailand~2', 'Colombia~1', 'Denmark~1', 'Nigeria~1', 'United Kingdom~1']"
734,5,"['2024~1', '2022~2', '2021~1', '2020~1']","['Energy~3', 'Social Sciences~3', 'Computer Science~2', 'Environmental Science~2', 'Chemical Engineering~1', 'Decision Sciences~1']","['Thailand~4', 'India~1']"
735,5,"['2021~3', '2020~2']","['Agricultural and Biological Sciences~4', 'Engineering~4', 'Chemical Engineering~1', 'Physics and Astronomy~1']","['China~4', 'Brazil~1']"
736,5,"['2020~1', '2019~2', '2018~2']","['Physics and Astronomy~4', 'Materials Science~2', 'Chemistry~1', 'Engineering~1']","['Thailand~4', 'United States~4', 'Viet Nam~4', 'Malaysia~2', 'Belgium~1', 'China~1', 'India~1', 'United Kingdom~1']"
737,5,"['2024~2', '2023~1', '2020~2']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Medicine~1', 'Veterinary~1']","['Indonesia~3', 'Thailand~2']"
738,5,"['2024~1', '2023~1', '2022~2', '2021~1']","['Agricultural and Biological Sciences~3', 'Medicine~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Nursing~1']","['Thailand~3', 'Malaysia~2', 'China~1', 'Indonesia~1', 'Iran~1', 'Iraq~1']"
739,5,"['2024~2', '2022~2', '2020~1']","['Biochemistry, Genetics and Molecular Biology~4', 'Chemical Engineering~2', 'Chemistry~2', 'Engineering~2', 'Materials Science~2', 'Medicine~2', 'Pharmacology, Toxicology and Pharmaceutics~2', 'Physics and Astronomy~1']","['China~3', 'Brazil~1', 'Egypt~1', 'France~1', 'Germany~1', 'India~1', 'Pakistan~1', 'Sweden~1', 'United States~1']"
740,5,"['2024~2', '2023~1', '2021~1', '2020~1']","['Engineering~3', 'Materials Science~2', 'Business, Management and Accounting~1', 'Earth and Planetary Sciences~1', 'Energy~1', 'Environmental Science~1', 'Physics and Astronomy~1']","['Iraq~2', 'Italy~2', 'China~1', 'Thailand~1', 'United Kingdom~1']"
741,5,"['2024~1', '2022~2', '2021~1', '2019~1']","['Agricultural and Biological Sciences~5', 'Economics, Econometrics and Finance~1', 'Environmental Science~1', 'Social Sciences~1']",[]
742,5,"['2023~2', '2022~1', '2020~1', '2018~1']","['Materials Science~3', 'Engineering~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1']","['Thailand~3', 'India~1', 'Norway~1']"
743,5,"['2023~1', '2021~1', '2020~2', '2019~1']","['Materials Science~5', 'Engineering~3', 'Earth and Planetary Sciences~1', 'Physics and Astronomy~1']","['India~2', 'Iran~1', 'Taiwan~1', 'Thailand~1']"
744,5,"['2024~1', '2023~1', '2022~1', '2021~2']","['Agricultural and Biological Sciences~4', 'Biochemistry, Genetics and Molecular Biology~4', 'Environmental Science~2', 'Chemistry~1', 'Materials Science~1', 'Mathematics~1', 'Physics and Astronomy~1']","['Malaysia~2', 'Turkey~2', 'China~1', 'Czech Republic~1', 'Spain~1', 'Thailand~1']"
745,5,"['2023~1', '2021~1', '2020~1', '2019~2']","['Agricultural and Biological Sciences~4', 'Biochemistry, Genetics and Molecular Biology~4', 'Environmental Science~2']","['China~3', 'Thailand~2', 'United States~1']"
746,5,"['2023~2', '2021~1', '2019~2']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Business, Management and Accounting~1', 'Computer Science~1', 'Decision Sciences~1', 'Earth and Planetary Sciences~1', 'Environmental Science~1']","['Belgium~1', 'China~1', 'Indonesia~1', 'Malaysia~1', 'Philippines~1', 'Russian Federation~1']"
747,5,"['2021~1', '2020~1', '2019~1', '2018~2']","['Agricultural and Biological Sciences~5', 'Environmental Science~2', 'Earth and Planetary Sciences~1']",[]
748,5,"['2023~1', '2022~1', '2021~1', '2020~1', '2019~1']","['Materials Science~3', 'Chemical Engineering~2', 'Chemistry~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Environmental Science~1', 'Immunology and Microbiology~1', 'Physics and Astronomy~1']","['Thailand~2', 'China~1', 'Hungary~1', 'India~1', 'Romania~1']"
749,4,"['2024~2', '2021~1', '2019~1']","['Engineering~4', 'Energy~2', 'Computer Science~1', 'Decision Sciences~1', 'Mathematics~1']",[]
750,4,"['2024~1', '2023~1', '2021~1', '2020~1']","['Computer Science~3', 'Engineering~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~2', 'Chemistry~2', 'Materials Science~2', 'Physics and Astronomy~2']","['China~3', 'France~1']"
751,4,"['2022~1', '2021~1', '2020~1', '2019~1']","['Mathematics~3', 'Computer Science~1', 'Engineering~1', 'Materials Science~1']","['Romania~2', 'China~1', 'India~1', 'Thailand~1']"
752,4,"['2024~3', '2023~1']","['Engineering~3', 'Multidisciplinary~1', 'Physics and Astronomy~1']",[]
753,4,"['2024~1', '2022~1', '2021~2']","['Engineering~3', 'Physics and Astronomy~2', 'Mathematics~1']","['China~2', 'Algeria~1', 'Austria~1', 'Netherlands~1']"
754,4,"['2024~2', '2023~2']","['Multidisciplinary~2', 'Computer Science~1', 'Engineering~1', 'Materials Science~1', 'Social Sciences~1']","['Bangladesh~2', 'Sri Lanka~2', 'India~1', 'Japan~1', 'Saudi Arabia~1']"
755,4,"['2024~2', '2020~2']","['Agricultural and Biological Sciences~2', 'Energy~2', 'Environmental Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Business, Management and Accounting~1', 'Computer Science~1', 'Engineering~1', 'Social Sciences~1']","['India~1', 'Indonesia~1', 'Iran~1', 'South Korea~1', 'United States~1']"
756,4,"['2022~2', '2021~1', '2019~1']","['Agricultural and Biological Sciences~2', 'Chemical Engineering~2', 'Energy~2', 'Chemistry~1', 'Environmental Science~1']","['China~2', 'Pakistan~2', 'Egypt~1', 'Saudi Arabia~1', 'Thailand~1']"
757,4,"['2022~1', '2021~2', '2019~1']","['Medicine~4', 'Immunology and Microbiology~3']",[]
758,4,"['2024~1', '2022~1', '2021~1', '2020~1']","['Computer Science~2', 'Engineering~2', 'Social Sciences~1']","['China~1', 'Germany~1', 'Mexico~1', 'Russian Federation~1', 'Saudi Arabia~1', 'Thailand~1']"
759,4,"['2024~1', '2023~1', '2021~1', '2019~1']","['Environmental Science~3', 'Agricultural and Biological Sciences~1', 'Engineering~1', 'Medicine~1', 'Social Sciences~1']","['Thailand~3', 'China~1', 'India~1', 'Taiwan~1', 'Turkey~1']"
760,4,"['2024~2', '2020~1', '2019~1']","['Materials Science~3', 'Chemical Engineering~2', 'Engineering~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1']","['Japan~2', 'Thailand~2', 'Bangladesh~1', 'Indonesia~1', 'Saudi Arabia~1', 'Taiwan~1']"
761,4,"['2024~1', '2022~1', '2021~2']","['Agricultural and Biological Sciences~3', 'Engineering~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Business, Management and Accounting~1', 'Computer Science~1', 'Decision Sciences~1', 'Environmental Science~1']","['Thailand~3', 'Germany~1', 'Italy~1']"
762,4,"['2023~1', '2021~1', '2020~2']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~3']","['Brazil~1', 'China~1', 'India~1', 'Indonesia~1', 'Iran~1', 'Mozambique~1']"
763,4,"['2023~2', '2021~1', '2020~1']","['Agricultural and Biological Sciences~4', 'Biochemistry, Genetics and Molecular Biology~1', 'Neuroscience~1']","['Thailand~2', 'Austria~1', 'Denmark~1', 'Indonesia~1', 'Japan~1', 'Laos~1', 'United Kingdom~1']"
764,4,"['2024~1', '2023~2', '2021~1']","['Agricultural and Biological Sciences~4', 'Arts and Humanities~1', 'Earth and Planetary Sciences~1']","['Japan~2', 'Malaysia~2', 'Russian Federation~1']"
765,4,"['2022~2', '2021~1', '2020~1']","['Agricultural and Biological Sciences~4', 'Chemical Engineering~1']",[]
766,4,"['2020~2', '2019~2']","['Biochemistry, Genetics and Molecular Biology~2', 'Mathematics~2', 'Physics and Astronomy~2']","['Thailand~4', 'United States~4']"
767,4,"['2024~1', '2022~1', '2021~2']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Pharmacology, Toxicology and Pharmaceutics~1']",[]
768,4,"['2024~1', '2022~2', '2020~1']","['Immunology and Microbiology~4', 'Biochemistry, Genetics and Molecular Biology~3', 'Agricultural and Biological Sciences~2', 'Chemical Engineering~2']","['China~1', 'India~1', 'Pakistan~1', 'Thailand~1']"
769,4,"['2023~1', '2022~1', '2020~2']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~1']","['Thailand~3', 'Ireland~2', 'India~1', 'United Kingdom~1']"
770,4,"['2024~1', '2023~1', '2022~1', '2021~1']","['Agricultural and Biological Sciences~3', 'Environmental Science~1', 'Multidisciplinary~1']","['Belgium~1', 'China~1', 'Egypt~1', 'Germany~1', 'Saudi Arabia~1', 'Slovenia~1', 'Thailand~1']"
